DL
N=18 NM=10
FORMAT = FULLMATRIX DIAGONAL PRESENT
ROW LABELS:
ROMUL_10
BONAVEN_5
AMBROSE_9
BERTH_6
PETER_4
LOUIS_11
VICTOR_8
WINF_12
JOHN_1
GREG_2
HUGH_14
BONI_15
MARK_7
ALBERT_16
AMAND_13
BASIL_3
ELIAS_17
SIMP_18
COLUMN LABELS:
ROMUL_10
BONAVEN_5
AMBROSE_9
BERTH_6
PETER_4
LOUIS_11
VICTOR_8
WINF_12
JOHN_1
GREG_2
HUGH_14
BONI_15
MARK_7
ALBERT_16
AMAND_13
BASIL_3
ELIAS_17
SIMP_18
LEVEL LABELS:
SAMPLK1
SAMPLK2
SAMPLK3
SAMPDLK
SAMPES
SAMPDES
SAMPIN
SAMPNIN
SAMPPR
SAMNPR
DATA:
 0 0 2 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0
 3 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0
 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 3 1 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 3 0 0 0 0 0 0 2 0 1 0 0 0 0 0
 1 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0
 3 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 2 0 0 3 0 0 0 0 0 0 0 1 0 0
 0 0 0 3 0 0 0 1 0 0 0 0 0 2 0 0 0 0
 0 0 0 0 3 0 0 1 0 0 0 0 0 2 0 0 0 0
 3 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 3
 3 0 0 0 0 0 0 0 0 0 1 2 0 0 2 0 0 0
 3 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 1 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
 0 0 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1
 2 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 2 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0
 3 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0
 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2
 0 0 0 0 3 2 0 0 0 0 1 0 0 0 0 0 0 0
 2 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 1 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
 0 0 0 3 0 1 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 3 0 0 0 2 0 0 0 0 0 0
 0 0 0 3 1 0 0 0 0 0 0 0 2 0 0 0 0 0
 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 1 0 0
 3 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 3
 3 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0
 2 3 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 2 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0
 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0
 0 0 3 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0
 3 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0
