x_0,x_1,z_true
-0.05158826587496796,-1.0644666188285958,6.0
-0.7444519123050302,0.7348337788026195,3.0
0.01699860015289895,0.9390490507152196,2.0
0.6864576009027208,0.6703058322657278,1.0
0.5238552782427282,0.5373364220105254,1.0
-0.8584216764200168,0.0073271819258005294,4.0
-0.05012813566630365,0.6972860905141023,2.0
0.0035503710254389978,-0.8547106978842753,6.0
0.7610137498768057,0.03399871354198711,0.0
-0.6980615802951562,-0.6852283648389886,5.0
-0.4699899084684409,-0.4847907752598372,5.0
-0.664392139274615,-0.6506731190782951,5.0
0.5158141687987841,-0.5282237808971516,7.0
-0.9461475044837955,0.917752634007174,3.0
0.9769271046688023,0.9455532754959697,1.0
0.8117018034434096,0.8563832908349367,1.0
0.903016761912351,-0.9123533471547576,7.0
0.040108157985391094,1.0929888878912448,2.0
-1.0132286331616138,0.04816386588284907,4.0
-0.56842635303472,-0.549630868665609,5.0
0.03340587727031559,0.8033828962321938,2.0
-0.7058878317688573,0.6974833961715553,3.0
-0.014838007933688087,0.9370859102634009,2.0
0.38279155000267595,-0.3890924764571693,7.0
-0.33188879623222445,0.3215687436785722,3.0
-0.4950163433420557,0.4895663325432269,3.0
-0.4324853018862995,-0.04178909581344513,4.0
0.7247313563564216,0.7603499912589762,1.0
0.8486422573851707,0.8000935327658363,1.0
-0.629115104669992,-0.6800769493969137,5.0
0.7378617587332268,-0.0012650885240416475,0.0
0.6797891129625472,-0.7569235082325163,7.0
-0.035058263322132015,0.9930379048733217,2.0
0.4731321887624125,-0.4258636593078448,7.0
-0.9990227448203992,-0.018033008104160884,4.0
0.8904814245972034,-0.012570417516063456,0.0
0.9300504326754463,-0.9633632649627814,7.0
-0.676913583737228,-0.6629096266182203,5.0
-0.8764471066954381,0.871883513249786,3.0
-1.3137597438242232,-0.01041930230257379,4.0
-0.5274145873332662,0.5689395623027536,3.0
0.0502966065781641,1.1859500384414958,2.0
-0.7601645465312125,-0.7544695389503984,5.0
-0.004434626570987914,-1.1464540761040256,6.0
0.7973693029215818,0.862289384274936,1.0
0.9479253111055013,-0.059104345428529506,0.0
0.9696569655604778,-0.9913470882295199,7.0
0.060164664726031346,-1.1496065360960523,6.0
-0.04007690269601925,-0.9884907519382331,6.0
-0.4095763835607974,-0.41850520504112876,5.0
-0.5565307290558,-0.5781528191741788,5.0
0.792222062586847,0.8019982018815904,1.0
0.8080982718444248,0.7557279702864065,1.0
0.026740864192777138,-1.3704364906967559,6.0
-0.8398166567544636,-0.863175516972893,5.0
-0.03732062457374257,-1.025581717061398,6.0
-0.9677759207464618,0.9065000477423407,3.0
-0.003930136116361466,-1.2284212428198553,6.0
-0.8396601876808707,-0.7852853888742011,5.0
-0.7888581507218987,-0.7952790941758174,5.0
0.9414817353618108,-1.0129585727350974,7.0
0.7638884360204374,-0.009256061017608574,0.0
0.8317935111923856,-0.8891146016470318,7.0
-0.7534715279286806,-0.7458003457919691,5.0
1.0702673518128745,-1.0847157339133457,7.0
1.3666446788935445,0.04204804350182845,0.0
-0.576277124159646,0.5879173173573691,3.0
0.025152676677438743,1.3983184039875067,2.0
-0.8057202661617229,0.7593698429903024,3.0
-0.5919769673801767,0.6135151450906451,3.0
-1.077274420858603,1.0576288424364495,3.0
0.39160539597304184,0.3838544493761378,1.0
-0.010108805490599934,1.0345179111114016,2.0
-0.614054942842149,-0.5916830390450634,5.0
-0.031658566924073796,0.6741949793303962,2.0
-0.7271458447916004,-0.8120439531811214,5.0
0.6031641611711509,-0.6213300972813671,7.0
0.023036758497069335,-0.8095577985084159,6.0
-0.8290584909081934,0.026995490505491413,4.0
0.7462141908161998,-0.7995479594708744,7.0
-0.00033125669835060525,0.630051096168913,2.0
-1.1662330824042342,-1.1824050991787636,5.0
-0.03500472375243196,-1.1400217739495049,6.0
0.6586947659072033,-0.6436650452920788,7.0
0.4323109924503187,-0.454279445908125,7.0
-0.8445254639775317,0.8706694638162705,3.0
-0.7610687890662043,-0.7919672632179319,5.0
0.5503188056959863,-0.5267665363134874,7.0
0.00802498665462235,0.8901041123801265,2.0
-0.025107322249096637,-1.5695948402011188,6.0
0.9957448965346398,0.01008161350408117,0.0
0.8800860464980131,-0.007938577348254981,0.0
0.5081954429389066,0.46652848200623787,1.0
0.8576719866324537,-0.01347831591882475,0.0
0.7957098046847157,0.8083542371032687,1.0
-0.7243940030314707,-0.7631775124394343,5.0
-0.4596575392177652,0.4563600338432351,3.0
-0.008549556942101246,1.0021387315015777,2.0
-0.9691147526446475,0.013219110438965238,4.0
0.7243785924533466,0.7219130312462451,1.0
0.6440329519580313,0.6450734132658835,1.0
-0.7236508255669067,0.7139970393622173,3.0
-0.7176072122246541,-0.7319771974685155,5.0
0.02593611991827282,1.1943584834484464,2.0
-0.8507698463463425,-0.8543285955403858,5.0
0.6212534503125126,0.604874473568084,1.0
0.6857155328148373,0.7218027417009429,1.0
-0.7666385587740169,0.7566210332447352,3.0
0.659982141935591,-0.6791685387333971,7.0
0.664593736454052,0.6826163963412417,1.0
-0.29531570442942295,-0.294921683994306,5.0
-0.9077126367723762,-0.8940840001757366,5.0
0.008492689500555834,-1.3940619333506368,6.0
0.9625074660385453,-0.9555633680359665,7.0
0.6806772275752737,0.6597825439820576,1.0
-0.5165106899588452,-0.5444515738850095,5.0
-0.998742597561032,1.0327390919666521,3.0
0.7007567850460205,0.6712042340711109,1.0
-0.8429092073597066,0.7911874122399372,3.0
-1.2241017208980118,-0.00988880750550439,4.0
-0.4396301958442774,0.44175177550833145,3.0
-1.0605201849519679,-1.068316059259645,5.0
0.6421635667161639,0.6708564972483377,1.0
0.6048667535492287,-0.5808124720407901,7.0
-0.6046905086710691,0.6097840490173998,3.0
-0.722970517579399,-0.7924095545695864,5.0
0.7295460816462627,-0.7000867198320588,7.0
-0.0007977768908534605,0.9992588121404193,2.0
0.8372280442652218,0.7780935209036377,1.0
-0.9053424649229984,-0.9085195522272509,5.0
-0.8129083645572589,0.848865659569134,3.0
-1.0219584910265396,1.035837968563496,3.0
0.7723486419571544,-0.7823830290283567,7.0
0.3883469153854421,0.41086967981577144,1.0
0.33684183205117874,-0.34837652978213607,7.0
0.7379681475827329,0.8006970903687385,1.0
-0.8150996161783325,0.8487048631388558,3.0
0.8071266225722109,0.7630206723215155,1.0
0.6200738517542247,-0.6189135935720211,7.0
1.4623159321198353,0.026954932592855946,0.0
0.6786436751999195,-0.7014695213507679,7.0
-0.7894877620837526,0.8055164958194695,3.0
-0.009506883383313795,-0.8112843682678628,6.0
-0.025019012256218692,0.5351190985932681,2.0
-0.658261713729717,-0.6569586889815092,5.0
-0.017117368475040015,-0.848930821325262,6.0
-0.006813318712193926,0.884000894167289,2.0
-0.7741309731958341,0.7339619858609477,3.0
0.007517767826614869,-0.975862861850045,6.0
-1.2379113753334785,0.0391790184332125,4.0
-1.0106042856659245,0.9848144909456791,3.0
0.72370611835149,-0.6903897831270933,7.0
-0.6125364361153974,-0.5549021444459781,5.0
-0.7445259983456222,-0.7505731472259435,5.0
-0.013532308231276978,-1.0766063345055281,6.0
-0.9958233730992788,0.029804384673711742,4.0
-0.2430986198694588,-0.25387498698722816,5.0
0.9580584871253359,-0.9275451859358349,7.0
0.9713541214531329,-0.9284527921954601,7.0
0.4738680347642155,0.45478720095698755,1.0
0.5334519545447494,0.5236086097196707,1.0
-0.011462193629221979,-1.066150861972588,6.0
-0.6539897626412101,0.01612106990189922,4.0
0.8777820140764164,0.8752568578717685,1.0
0.7499586867299738,0.7257140516609596,1.0
0.7370535785562898,-0.7238116591477775,7.0
-1.0512348665453004,0.9761404434591916,3.0
-0.5737772693665624,0.5509021243473389,3.0
0.8027844687947332,-0.7862991292520316,7.0
-0.5630099031613698,0.5749140815302604,3.0
-0.5892536896738965,0.624275916270395,3.0
0.6345713024209636,-0.6666102099262331,7.0
0.6465799312796652,0.6196488816054468,1.0
0.6142590622894449,0.6262264605403081,1.0
1.2970074480880753,0.011134831272369933,0.0
1.2302147059452047,-0.07615357636999817,0.0
1.035488290830195,-0.047114646124486195,0.0
0.5264746399460049,0.5006462001885766,1.0
0.031300049568825844,1.0669177233401947,2.0
-0.7320004429374165,-0.7543572548303039,5.0
0.010266619734196224,-0.9716948438088896,6.0
-0.5751883535570348,-0.6075923795267952,5.0
0.05074247573647581,-0.5405822864540267,6.0
0.7638565232308396,0.7688779901864563,1.0
-0.6406380305840633,0.6334781183030895,3.0
-0.7595827764327966,0.031365122733162366,4.0
-0.8343418146631018,0.8422263158425531,3.0
0.6358128632111554,0.6706748366960783,1.0
0.6798374456711688,-0.6902433368845107,7.0
-0.6459535784185334,-0.00841625203292926,4.0
0.8897693419268522,0.0006153031311977905,0.0
0.5527354180223576,-0.5609556493779405,7.0
0.6985179536419689,0.7153452883532876,1.0
-0.5582171044087094,-0.04368125041026381,4.0
-0.5855554188562053,-0.6064656103490937,5.0
0.015808086235186602,-0.9951441222195773,6.0
0.8341304284094732,0.014746995518362989,0.0
1.1638159326806494,-0.005606473356291009,0.0
-0.672598341550006,-0.7175448826708067,5.0
0.006967080789842339,-1.2218258926550787,6.0
0.9396027517441601,0.9729907187820129,1.0
0.7104684515092902,0.7416535358896008,1.0
0.029771828648004327,-1.0748791936529392,6.0
