seq_id,tstep_id,prev_root.ty,prev_lowerback.rx,prev_lowerback.ry,prev_upperneck.ry,prev_rhumerus.rz,prev_rradius.rx,prev_lhumerus.rz,prev_lradius.rx,prev_rtibia.rx,prev_rfoot.rx,prev_ltibia.rx,prev_lfoot.rx
0,0,-1.69991641405,-0.151458972125,0.371675911085,2.22541107092,-8.60968589058,-38.014746973,10.089644148,-25.723661497,29.9122998911,-18.15752822,30.3542540287,-17.55153746
0,1,-0.697724747387,-3.02570063879,0.074385244418,1.99589632092,4.38124744276,-29.8622553063,-2.44901418529,-13.145836497,19.9592748911,-9.66409488669,19.9734706954,-9.48213745998
0,2,1.22153358595,-6.26807897213,-0.334168672249,1.33123582092,12.4636724428,-21.2565803063,-10.348680852,-0.943653163629,4.99604155778,10.5643984466,3.41912902875,15.71645354
0,3,1.88204191928,-8.37461397213,-0.597287172249,1.38808973759,17.3007724428,-12.5533553063,-15.3269641853,8.1910801697,0.112899891115,9.40791344665,-5.49691263792,15.6949617734
0,4,0.772508585947,-7.73713647213,-1.01438335558,1.93684782092,14.4291974428,3.96144469367,-10.7628225186,18.754988503,6.48999155778,5.11705261331,-2.50863763792,6.87608087335
0,5,-0.650816414053,-4.75768147213,-1.03875188892,1.99986423759,13.7406641094,23.7358696937,-6.23030585196,31.543413503,15.8506498911,-12.9329615534,9.28140402875,-9.76342079331
0,6,-0.0211247473868,-7.55230980546,-0.425752338915,1.33642315425,17.6407474428,26.5147863603,-14.7014225186,33.6197468364,8.53863322445,-6.90444488669,3.91457902875,-1.95242412665
0,7,1.76205858595,-10.8582139721,-0.472523172249,0.678807654254,20.2702224428,6.47666969367,-20.534805852,21.893238503,-6.92846677555,17.64031028,-5.94672930459,13.0703492067
0,8,2.32957525261,-9.55464897213,-0.408725588915,1.29974823759,21.3428557761,-7.493446973,-16.960430852,4.18383850304,-7.47381677555,12.8785626133,-6.23690430459,12.1745567067
0,9,1.15373358595,-6.25358480546,-1.03794233058,2.29691023175,10.6009057761,-12.855421973,-3.79483085196,-11.8130948303,1.46833322445,9.72807844665,5.02192902875,10.7390459567
0,10,-0.99255808072,-1.51469230546,-0.393048872249,2.70114972925,-13.7543775572,-19.592771973,14.967044148,-19.3729698303,18.0031832244,-11.5002615534,24.1236373621,-11.58811246
0,11,-1.64083308072,0.208074361208,0.497985077751,2.99008390425,-30.6130942239,-34.159471973,27.182919148,-25.6620448303,24.3093665578,-16.5986115534,31.7558956954,-16.8732291266
0,12,0.14091691928,-3.91011063879,0.310625911085,3.41619007092,-18.5733442239,-29.995446973,19.757644148,-19.171886497,9.89814989112,2.26729927998,14.9442290287,1.11063170669
0,13,2.08254191928,-8.17815813879,-0.620128255582,3.35335798759,-0.0957442239111,-22.0684303063,0.369035814707,-11.9642198303,-2.30764177555,12.4380334466,-4.35054597125,28.11401504
0,14,2.31466691928,-8.53459563879,-1.13318999975,3.38309390425,17.9418141094,-15.8888386397,-16.150805852,-7.12126149696,-5.67944177555,13.7493184466,-9.04087097125,19.13722779
0,15,0.681358585947,-7.11030563879,-2.07227608892,3.85338765425,22.0180974428,-7.182921973,-14.427830852,5.27028850304,2.98063322445,3.87381011331,-2.26847930459,9.32613670669
0,16,-1.23167474739,-1.14624230546,-2.29944950558,4.00158515425,16.0607474428,12.4784613603,-6.94663918529,24.921388503,20.6403665578,-14.11045322,15.2398123621,-10.9018541266
0,17,-0.775441414053,-2.91514230546,-1.70037408892,3.85863748759,16.3552391094,13.2735613603,-20.5832225186,29.1856801697,16.0175248911,-10.0225115534,11.3282540287,-6.63629579331
0,18,1.50012525261,-7.33735897213,-1.78661900558,2.98854232092,24.2667391094,-4.58223030633,-19.6965891853,15.1551801697,0.243716557782,17.2438496966,-2.84266263792,21.15845754
0,19,2.75041691928,-8.01381147213,-1.06197399725,3.33442832092,23.0053141094,-20.9084886397,-12.9802641853,-4.29886149696,-3.02655844222,17.4016059466,-5.25916263792,20.7349817067
0,20,2.20576691928,-6.80517063879,-1.01302445975,3.95867432092,9.66641410942,-26.7934553063,-4.52969751863,-14.7774531636,1.02753322445,16.4650884466,0.796512362079,20.9541192067
0,21,0.138258585947,-4.54582397213,-0.858197363915,3.22408557092,-8.64038589058,-26.871846973,14.0083108147,-19.0994948303,12.2326498911,-2.00788822002,13.6039123621,0.114385040019
0,22,-1.09980808072,-1.37899230546,-0.164948255582,2.79299543759,-26.7644025572,-36.071046973,29.574394148,-27.641486497,24.0694998911,-14.34937822,24.8761456954,-10.5275957933
0,23,0.387475252613,-6.06607563879,-0.318273338915,1.90949307092,-17.6114775572,-36.026646973,22.484844148,-22.3127531636,11.4996332244,4.22685436331,13.0010290287,6.91508249835
0,24,2.24560858595,-10.7498648055,-0.732623672249,2.07366923759,-1.30764422391,-25.8792553063,5.63489414804,-11.6159281636,-3.22330844222,23.1227119633,-2.71220430459,23.2287689567
0,25,2.36065025261,-9.57041813879,-1.32922532808,1.93588848759,13.3223224428,-16.628221973,-12.1390975186,-7.86243649696,-3.33573344222,18.3032744466,-4.24787097125,16.4497719567
0,26,0.602983585947,-6.15572480546,-1.72896933892,1.71288448759,20.7678891094,-10.8210386397,-22.7367391853,-2.27336149696,2.99146655778,14.19689778,1.26217069541,12.8222669567
0,27,-1.75005808072,-0.652808972125,-1.13063930558,2.06485765425,13.0690224428,2.727753027,-19.5192641853,15.1659801697,17.5567748911,-11.98400322,17.1138123621,-11.54831246
0,28,-1.88752474739,-0.390717305459,-1.36167425558,2.23958907092,16.8738224428,5.73764469367,-19.8570475186,26.1313801697,17.7133748911,-14.24697822,19.1645540287,-12.47658746
0,29,0.384100252613,-5.21862313879,-1.55034158892,1.87751907092,29.2944274428,-4.02343030633,-19.9275725186,17.5648051697,-1.23329177555,9.83431927998,2.65662902875,11.7090176234
0,30,2.24721691928,-7.61382897213,-1.43269175558,2.20473829592,26.1558582761,-12.664521973,-12.368455852,-2.15925316363,-11.0410667756,18.8469971966,-6.42219597125,19.50219454
0,31,2.20261691928,-5.35257063879,-0.932747263915,3.07255290425,9.14697244276,-15.677021973,1.51721081471,-10.4647281636,-3.03384177555,16.2600476133,0.617145695412,18.95994279
0,32,0.53696691928,-3.23645063879,0.174413161085,3.50713098759,-12.8958525572,-17.2978553063,21.5031608147,-11.3581198303,7.74673322445,4.16835177998,10.4489706954,5.05705204002
0,33,-1.03005808072,0.149666027875,0.790675077751,3.56992748759,-33.4282525572,-27.894321973,36.852944148,-19.5040281636,22.4121748911,-14.65542822,22.6932873621,-12.6655457933
0,34,0.0145335859466,-3.92764063879,0.428933994418,3.48285007092,-25.0505275572,-28.544396973,32.8412108147,-14.3474448303,12.8784498911,-3.18822572002,12.2124456954,-2.79914079331
0,35,2.34217525261,-8.95922230546,-0.651800530582,3.76697515425,-7.27752755724,-20.501571973,16.4051524814,-4.51631149696,-5.87794177555,33.7425458633,-5.75891263792,31.96786229
0,36,3.21268358595,-10.0520698055,-1.17831864975,3.22492298759,7.79707244276,-13.508921973,-0.399322518627,0.187930169705,-12.7178417756,29.6821076133,-12.8511459713,27.87341754
0,37,2.16519191928,-9.42604230546,-1.57261717225,2.83269732092,20.0463224428,-9.835571973,-12.8510391853,2.0051051697,-15.5353667756,22.54532678,-15.1870626379,22.02733279
0,38,0.0919669192799,-3.36972230546,-1.26254148892,3.18352865425,25.2102891094,2.07001969367,-18.1503475186,12.9970801697,-0.183983442218,-1.16766988669,-2.91893763792,1.04441004002
0,39,-0.316349747387,-4.31700230546,-1.33147725558,3.26304582092,26.3830141094,26.951903027,-17.919255852,41.4541468364,2.34441655778,-8.02748655335,0.318387362079,-4.77350412665
0,40,0.40146691928,-9.16219480546,-1.83407858892,3.55876782092,21.3652474428,47.7080696937,-9.55328085196,59.957188503,-10.2507167756,-2.86906988669,-8.05465430459,1.89707087335
0,41,0.577725252613,-8.94282647213,-2.15653825558,4.05674015425,9.73158077609,49.0108196937,2.11514414804,50.1892718364,-16.5316501089,-0.443944886686,-12.7602709713,2.44556254002
0,42,0.51844191928,-8.43341480546,-2.24832908892,4.31203265425,3.83967244276,36.6881613603,5.85963581471,35.588713503,-14.2504001089,-0.560144886686,-15.9417293046,0.0950125400188
0,43,0.596958585947,-8.25688897213,-1.99167200558,2.80526008759,1.92003910942,26.3434113603,1.57151914804,31.072963503,-16.2500001089,-0.455103220019,-16.9292209713,2.46513754002
0,44,0.623475252613,-7.77541063879,-0.565908797249,1.28922190425,3.27473910942,22.0859613603,-4.16883918529,31.024463503,-17.8469084422,-1.79296988669,-17.0406959713,4.85236254002
0,45,0.59264191928,-7.50634480546,1.15598757775,0.486010154254,6.45308910942,20.189378027,-9.93303918529,28.136988503,-19.7634751089,-5.19672822002,-16.5183459713,7.47524337335
0,46,0.553325252613,-8.18970313879,4.08173341108,-1.97679484575,9.98061410942,19.6860946937,-15.9443975186,26.1871051697,-23.1577751089,-8.96239488669,-15.9434543046,9.41829170669
0,47,0.51534191928,-10.0571256388,8.17982674442,-7.54858567908,11.1679057761,18.9051363603,-21.7492225186,25.9820801697,-26.1083667756,-12.4197865534,-14.2801543046,9.74474170669
0,48,0.424325252613,-11.4227573055,11.1015517444,-11.2128515124,12.6533307761,19.104553027,-24.2239891853,25.6754301697,-27.6878917756,-17.23222822,-11.4559293046,10.35963254
0,49,0.261958585947,-11.4829789721,12.5209684111,-11.2471181791,14.9890141094,21.4067946937,-23.6711225186,26.6599468364,-26.1534501089,-19.5662948867,-6.77352930459,10.55489004
0,50,0.20084191928,-10.6259306388,14.0275600778,-10.4715848457,15.8717474428,23.211753027,-24.879823352,26.6323218364,-24.6828667756,-19.7411365534,-4.67086263792,9.29941087335
0,51,0.261458585947,-9.80249063879,14.4421767444,-9.94419317908,16.7240057761,24.355753027,-27.0300441853,26.742913503,-23.8771751089,-18.4262115534,-5.90092930459,8.51823754002
0,52,0.375025252613,-8.75188730546,13.3849850778,-8.78490151241,14.8952641094,22.8748696937,-27.7375450186,27.558788503,-22.8746751089,-13.9647198867,-8.71745430459,7.73162754002
0,53,0.527800252613,-8.99650230546,10.9779684111,-7.15195151241,9.77649744276,20.5819863603,-28.3437091853,25.325538503,-22.9189001089,-8.69011155335,-13.0475293046,7.11990420669
0,54,0.647125252613,-10.4873514721,6.69515341108,-4.70373317908,6.44751410942,19.1073113603,-24.8683066853,20.7566218364,-23.5748084422,-5.58753655335,-18.2882626379,7.83548504002
0,55,0.667650252613,-9.45645730546,2.17427674442,-2.05516317908,6.35122244276,16.7443113603,-17.190880852,18.7245468364,-22.5109667756,-3.56602822002,-21.1263376379,7.85888337335
0,56,0.68381691928,-9.37357647213,0.0838905777514,0.833773987587,7.42000577609,16.650828027,-11.2551891853,23.872838503,-21.2612334422,-0.262828220019,-20.3901626379,5.12995420669
0,57,0.67214191928,-9.03906147213,-1.18626457808,1.94408065425,8.90618077609,20.866728027,-9.69862251863,29.6622301697,-20.2060334422,1.52385511331,-18.8210209713,2.82794587335
0,58,0.71046691928,-9.00029730546,-0.714355836415,1.86360273759,8.40338077609,24.696953027,-8.76611418529,31.007438503,-19.5282334422,2.68498011331,-20.6394543046,1.71852087335
0,59,0.709708585947,-8.94814563879,0.601500911085,2.04023998759,9.75719744276,25.7564113603,-8.30908085196,30.2180468364,-18.2203917756,3.97216344665,-21.0283459713,0.277245873352
0,60,0.667000252613,-8.43193230546,0.864548411085,2.55308121259,11.4168307761,25.4542363603,-9.93617251863,28.9396218364,-18.2385334422,5.07432177998,-19.8556959713,-2.16629579331
0,61,0.628708585947,-8.56220313879,0.137738327751,2.91075057092,12.5671641094,25.5510446937,-12.7220891853,27.292613503,-18.0078751089,6.76842177998,-19.2939959713,-6.55818745998
0,62,0.577675252613,-8.80902397213,-1.78777329725,3.08713340425,14.4649557761,25.4775863603,-15.047455852,25.939763503,-17.2150667756,8.01569677998,-19.9314543046,-12.2031957933
0,63,0.50911691928,-9.54159480546,-4.65468158892,2.67864817675,15.9686557761,25.919703027,-15.0211391853,23.3498551697,-17.9412751089,10.4504684466,-20.0433959713,-17.8157791266
0,64,0.45484191928,-10.3341548055,-7.96839658892,3.30017694592,16.8350807761,26.9101113603,-11.5283391853,21.1682301697,-17.6527584422,12.7236901133,-21.2134376379,-22.49393746
0,65,0.405150252613,-9.93801563879,-10.8845332556,4.99983265425,16.1578141094,27.3067696937,-9.13558918529,20.6802968364,-17.3473584422,15.8316451133,-22.1351709713,-27.0756707933
0,66,0.36859191928,-9.22348230546,-12.9586482556,5.67616098759,13.4744141094,27.5902863603,-10.048755852,19.572413503,-16.6770501089,18.71317428,-23.1037793046,-30.51991246
